L_Come;L_Interlocut;Customer Account # / Cliente;Customer Name/Solic;Customer Name2;RUTA VENTA;City;Calle;LATITUT;LONGITUTD;FRECUENCIA
FSE;210375;6345576;HOTELES ESTELAR DEL PERU SAC;;ASA;MIRAFLORES;AV ALFREDO BENAVIDES 415;-12.12433;-77.03136;MXJVS
FSE;210375;6345612;COMERIN SA;;ASA;MIRAFLORES;AV LARCO 656 INT 7J;-12.123671;-77.029475;MXJVS
FSE;204571;6345639;GAMING AND SERVICES SAC;CASINO MIAMI;ASA;SAN MIGUEL;AV LA MARINA 1725 URB ELCAMPILL;-12.0785;-77.08285;MJ
FSE;210375;6345645;REPSOL COMERCIAL SAC;AREQUIPA 1;ZBO;MIRAFLORES;AV.AREQUIPA5080 Y ENRIQUE PALACIOS;-12.116866;-77.029556;MXJVS
FSE;210369;6345647;REPSOL COMERCIAL SAC;CHACARILLA;ZBO;SANTIAGO DE SURCO;AV.PRIMAVERA 1212ESQ.CON GERONIMO;-12.11030021;-76.97645012;JS
FSE;210368;6345649;REPSOL COMERCIAL SAC;TARAPACA;ZBO;RIMAC;AV SAMUEL ALCAZAR 801;-12.02698;-77.03596;LJ
FSE;210371;6345905;REPSOL COMERCIAL SAC;EL DERBY 2;ZBO;SANTIAGO DE SURCO;AV EL DERBY 118  ESQ. CON EL POLO;-12.0985;-76.97306;JS
FSE;210375;6345992;BONSURCO SAC;LA BOMBONNIERE;KG3;MIRAFLORES;MA DE LA RESERVA  610 INT 242 CC.LA;-12.13089;-77.02866;MXJVS
FSE;210375;6346129;GRUPO ONCE SAC;MIRAFLORES;KG3;MIRAFLORES;AV 28 DE JULIO 1301;-12.130281;-77.019523;MXJVS
FSE;205859;6346175;INVERSIONES JKST EIRL;;KF2;ATE;AV JOSE CARLOS MARIATEGUI ZONA B AL;-12.01495;-76.82477;LV
FSE;210375;6346405;TRES ROLLOS SAC;LACHE;WA4;MIRAFLORES;AV LA PAZ 1055;-12.1286;-77.02878;MXJVS
FSE;210375;6346447;INVERSIONES NACIONALES DE TURI;LUXURY COLLECTION PARACAS;ASA;SURQUILLO;CA LEONCIO PRADO 328;-12.1176067;-77.0256114;LXV
FSE;205859;6346532;ALOJAMIENTOS Y RECREO ROMERO E;ALOJAMIENTOS Y RECRE;KE6;LURIGANCHO;MZ B INT LT28  KM 27.50   CHOSICA;-11.9653033;-76.7485409;MV
FSE;204565;6346576;INVERSIONES TOMI EIRL;;KF2;COMAS;AV UNIVERSITARIA MZ Z LT 7;-11.91447;-77.03987;MV
FSE;210369;6340098;ALBEMARCO SAC;;ZCE;SANTIAGO DE SURCO;AV CAMINOS DEL INCA 1012;-12.1209;-76.988;JS
FSE;210371;6340450;ALBEMARCO SAC;;ZCE;SANTIAGO DE SURCO;AV ENCALADA 464 MONTERRICO;-12.1102568;-76.9726318;JS
FSE;205356;6346785;MAMBRINO SAC;COLON;WA4;SAN ISIDRO;AV PARDO Y ALIAGA 697;-12.10662935;-77.03890097;LXV
FSE;210375;6346826;INVERSIONES EL 10 SAC;;KF2;MIRAFLORES;AV ABEL B DU PETIT THOUARS 4599;-12.10845;-77.029947;MXJVS
FSE;210375;6347220;REPSOL COMERCIAL SAC;INDEPENDENCIA;ZBO;MIRAFLORES;AV ANGAMOS ESTE 494 DPTO C P 3;-12.11359;-77.02876;MXJVS
FSE;210369;6347301;JUEGO Y AVENTURA REAL SAC;CASINO MOCHE;ASA;SANTIAGO DE SURCO;AV VELASCO ASTETE 2025;-12.12709;-76.98937;JS
FSE;204570;6347407;REPSOL COMERCIAL SAC;NEUQUEL;ZBO;CALLAO;AV ELMER FAUCETT  377;-12.05038;-77.10097;MJ
FSE;210375;6347421;I & G HISPANIA SAC;HILTON MIRAFLORES;ASA;MIRAFLORES;AV LA PAZ 1099;-12.12918;-77.02866;MXJVS
FSE;205356;6347740;CORPORACION EL EPICENTRO EIRL;EPICENTRO;WA4;MAGDALENA DEL MAR;JR JOSE GALVEZ 501;-12.09114;-77.0734;MV
FSE;210368;6347742;ENTRETENCIONES CEC PERU SA;CHUCK E CHEESE;KF2;LOS OLIVOS;AV ALFREDO MENDIOLA 1400;-12.00793;-77.06078;LJ
FSE;210369;6341207;CHANTILLI SA;;KG3;SANTIAGO DE SURCO;AV ALFREDO BENAVIDES 5160;-12.1294;-76.9833;JS
FSE;210375;6348471;GRUPO ONCE SAC;MAMINO OPEN PLAZA;KG3;SURQUILLO;AV ANGAMOS ESTE 1806 LC 5-6-7 CCO;-12.11205;-77.01358;LXV
FSE;210371;6348638;REPSOL COMERCIAL SAC;TIKI TOO;ZBO;SAN ISIDRO;AV JOSE GALVEZ BARRENECHEA 211 ESQ;-12.0921831;-77.0133987;LXV
FSE;210375;6348915;REPSOL COMERCIAL SAC;TENAUD;ZBO;MIRAFLORES;AV AREQUIPA 4305;-12.10891;-77.03263;MXJVS
FSE;210375;6349665;CINCO MILLAS SAC;TANTA;WA4;MIRAFLORES;AV MALECON DE LA RESERVA 610 INT RE;-12.13195;-77.0327;MXJVS
FSE;210368;6349684;INVERSIONES LAS CANASTAS SAC;LAS CANASTAS;ZAY;SAN MARTIN DE PORRES;AV EDUARDO DE HABICH 159;-12.02432;-77.05333;LJ
FSE;204571;6350069;REPSOL COMERCIAL SAC;FAUCETT;ZBO;SAN MIGUEL;AV FAUCETT 481 CON MIGUELHIDALGO;-12.065;-77.09966;MJ
FSE;210375;6350237;BLUE MARLIN BEACH CLUB SA;HOTEL RADISSON;ASA;MIRAFLORES;AV 28 DE JULIO 151 URB MIRAFLORES;-12.12539;-77.03509;MXJVS
FSE;210371;6350272;INVERSIONES SILVA HNOS SAC;INVERSIONES SILVA HN;KG3;SAN BORJA;AV SAN LUIS 2063;-12.090779;-76.995886;JS
FSE;210371;6350301;MAMBRINO SAC;SURCO;WA4;SANTIAGO DE SURCO;CC JOCKEY PLAZA BOULEVARD;-12.08592;-76.9795;JS
FSE;204576;6350422;REPSOL COMERCIAL SAC;BOLIVAR 2;ZBO;PUEBLO LIBRE;AV BOLIVAR 330;-12.07336;-77.05805;J
FSE;204570;6350424;REPSOL COMERCIAL SAC;CENTENARIO;ZBO;CALLAO;AV ARGENTINA CON AV GAMBETA;-12.05037;-77.1285;MJ
FSE;210372;6350425;REPSOL COMERCIAL SAC;GRAU 2;ZBO;LA VICTORIA;AV PS DE LA REPUBLICA 301;-12.06077;-77.03694;X
FSE;205859;6350428;REPSOL COMERCIAL SAC;LARAVIL;ZBO;CHACLACAYO;AV NICOLAS AYLLON 1912;-11.96859;-76.74857;MV
FSE;210374;6350433;REPSOL COMERCIAL SAC;PARODI;ZBO;SAN ISIDRO;CA PARODI ESQ JAVIER PRADO 220;-12.0915409;-77.0302482;LXV
FSE;210369;6350434;REPSOL COMERCIAL SAC;SAN BLAS;ZBO;SANTIAGO DE SURCO;AV SANTIAGO DE SURCO S/N;-12.1482187;-76.9859394;JS
FSE;210371;6350435;REPSOL COMERCIAL SAC;SAN BORJA;ZBO;SAN BORJA;AV JAVIER PRADO ESTE 3160;-12.08681;-76.9919181;JS
FSE;204576;6350436;REPSOL COMERCIAL SAC;SARMIENTO;ZBO;JESUS MARIA;AV ARENALES 400 INT 1;-12.06876;-77.04034;XS
FSE;205356;6350490;CINCO MILLAS SAC;TANTA;WA4;SAN ISIDRO;AV PAZ SOLDAN 290;-12.09668;-77.03499;LXV
FSE;210371;6350542;INVERSIONES GASTRONOMICAS SMF;DANICA;WA4;SANTIAGO DE SURCO;AV EL POLO 670 INT D101;-12.10237;-76.97141;JS
FSE;210375;6351063;MORELIA SAC;MORELIA;WA4;MIRAFLORES;AV 2 DE MAYO 181;-12.11806;-77.03228;MXJVS
FSE;210375;6351149;SERVICIOS COMERCIALES Y TURIST;;WA4;SURQUILLO;AV TOMAS MARSANO 1139;-12.1152589;-77.0102164;LXV
FSE;210374;6351776;INVERSIONES REIXA SAC;DELICASSE;KG3;LINCE;CA BARTOLOME HERRERA 858;-12.08054;-77.03032;LXV
FSE;210374;6351994;GRUPO ONCE SAC;SALAVERRY;KG3;JESUS MARIA;AV GENERAL FELIPE SALAVERRY 2370;-12.09057;-77.0545;XS
FSE;205859;6352045;GODFATHER ITALIAN PIZZA SAC;;WA4;LURIGANCHO;JR CHICLAYO 239 CHOSICA;-11.93719;-76.69581;MV
FSE;210375;6352180;MAMBRINO SAC;TRATTORIA DI MAMBRINO;WA4;MIRAFLORES;AV MALECON DE LA RESERVA 610;-12.13188;-77.03275;MXJVS
FSE;205356;6345416;ATTON SAN ISIDRO SAC;ATTON;ASA;SAN ISIDRO;AV JORGE BASADRE 595;-12.09506;-77.037872;LXV
FSE;205356;6352248;BOTTEGA DASSO SAC;BOTTEGA;ASA;SAN ISIDRO;CA MIGUEL DASSO 155;-12.1065005;-77.040042;LXV
FSE;210374;6352767;FRANQUICIAS ALIMENTARIAS SA;FRIDAYS SALAVERRY;KF2;JESUS MARIA;AV SALAVERRY;-12.09006;-77.05467;XS
FSE;204576;6353117;ASOCIACION ESTADIO LA UNION;;ARY;PUEBLO LIBRE;JR PARACAS 565;-12.07194;-77.07911;J
FSE;205356;6353196;BAGUETERIA PASTELERIA Y BODEGA;D´THOMAS;KG3;MAGDALENA DEL MAR;JR MRCAL RAMON CASTILLA 301;-12.0940846;-77.0750421;MV
FSE;210374;6353345;PAPACHOS RESTAURANTES SAC;;WA4;JESUS MARIA;AV GENERAL FELIPE SALAVERRY 2370;-12.09049;-77.05444;XS
FSE;210374;6353649;LH SALAVERRY SAC;LONG HORN;ZBE;LIMA;AV GRAL FELIPE SALAVERRY NRO 2370;-12.08982;-77.05492;X
FSE;204576;6353767;NUEVAS OPCIONES EN VARIEDADES;;ZCE;JESUS MARIA;JR MAYTA CAPAC 1219;-12.074105;-77.042418;XS
FSE;210371;6353809;MAMBRINO SAC;LUCIO CAFFE;WA4;SANTIAGO DE SURCO;AV JAVIER PRADO ESTE 4200 TDA8E;-12.08615;-76.97985;JS
FSE;210368;6354068;VILLA INVEST SAC;VILLA CHICKEN;ZCE;LOS OLIVOS;AV ANTUNES DE MAYOLO 994;-11.9945;-77.07498;LJ
FSE;205356;6354344;MAMBRINO SAC;TRATTORIA DI MAMBRINO;WA4;SAN ISIDRO;AV PARDO Y ALIAGA 656;-12.106191;-77.038812;LXV
FSE;210374;6354348;CINCO MILLAS SAC;;WA4;JESUS MARIA;AV FELIPE SALAVERRY 2370 LOCAL R01;-12.09067;-77.05464;XS
FSE;205859;6354417;PIZZERIAS UNIDAS GFC SAC;PIZZERIAS UNIDAS GFCVIS07;WA4;CHACLACAYO;CA LOS NARANJOS 213;-11.97595;-76.77277;MV
FSE;210375;6354710;ORIENTAL POLO SAC;KO ASIAN;WA4;MIRAFLORES;AV MALECON DE LA RESERVA 610;-12.13195;-77.03051;MXJVS
FSE;204571;6354819;MAMBRINO SAC;BODEGA;WA4;SAN MIGUEL;CC PLAZA SAN MIGUEL TDA 2552-255;-12.07694;-77.10031;MJ
FSE;210375;6355092;JESI CAFE SAC;;ZBO;MIRAFLORES;ENRIQUE PALACIOS 360 DPTO 507;-12.11672;-77.03426;MXJVS
FSE;210374;6355276;ORIENTAL POLO SAC;KO ASIAN;WA4;JESUS MARIA;AVFELIPE SANTIAGO SALAVERRY;-12.09006;-77.05248;XS
FSE;205356;6355521;YEJAMINA SAC;EPICENTRO;WA4;MAGDALENA DEL MAR;CA LEONCIO PRADO 927;-12.0893731;-77.0720921;MV
FSE;204571;6355523;77 TITO SAC;;KG3;SAN MIGUEL;JR CRNL FRANCISCO BOLOGNESI 514;-12.088866;-77.079672;MJ
FSE;210368;6356142;EL PADRINO CHICKEN SRL;;WA4;SAN JUAN DE LURIGANCHO;MZA D LOTE 01 AH SOMOS LIBRES;-12.025782;-77.002461;LJ
FSE;204576;6356168;SASH SA;SARCLETTI;KG3;BREÑA;AV BRASIL 714 INT M304;-12.06637;-77.04888;MXV
FSE;210368;6356325;GRUPO ONCE SAC;PLAZA NORTE;KG3;INDEPENDENCIA;AV ALFREDO MENDIOLA 1400 R116;-12.00739;-77.06054;MV
FSE;205356;6356345;NAVE GRUPO HOSPITALARIO SAC;;WA4;SAN ISIDRO;AV TUDELA Y VARELA 160;-12.1080777;-77.0402638;LXV
FSE;210375;6356820;SABOR DE CASA SAC;CARNAL;ZBE;MIRAFLORES;CA ELIAS AGUIRRE 698;-12.11332;-77.03682;MXJVS
FSE;210371;6356991;ORIENTAL POLO SAC;OSAKA;WA4;SANTIAGO DE SURCO;AV EL POLO 660 INT 603;-12.10193;-76.97362;JS
FSE;210375;6357276;IMPORT Y EXPORT SPEICHER SAC;;ZBQ;SURQUILLO;JR FRANCISCO MORENO NRO 120;-12.1112914;-77.0245672;LXV
FSE;210374;6357372;MAVA CORP SAC;SARCLETTI;KG3;SAN ISIDRO;AV DOS DE MAYO 1295;-12.09222;-77.04613;LXV
FSE;210369;6357424;AUZA LAZO JESSICA PATRICIA;;ARY;SANTIAGO DE SURCO;CA EUCHARIS 114 DPTO 301;-12.11911;-76.97519;JS
FSE;205356;6357525;ORTIZ DE ZEVALLOS MARIANA;;ZBQ;SAN ISIDRO;CA PORRAS OSORES 396 DPTO 402;-12.0960216;-77.0493751;LXV
FSE;210369;6357628;FRANQUICIAS A & C SAC;SARCLETTI;KG3;SANTIAGO DE SURCO;JR MONTERREY 239;-12.112865;-76.9912774;JS
FSE;210375;6357722;LA CABRERA MIRAFLORES SAC;LA CABRERA;ZBE;MIRAFLORES;AV ENRIQUE PALACIOS 140;-12.1168651;-77.029897;MXJVS
FSE;210375;6357855;MAMBRINO SAC;LUCIO CAFFE;WA4;MIRAFLORES;AV ANGAMOS OESTE 1095;-12.11985;-77.02937;MXJVS
FSE;205356;6358052;ORIENTAL PYA SAC;OSAKA;WA4;SAN ISIDRO;AV FELIPE PARDO Y ALIAGA 652;-12.1059185;-77.0388042;LXV
FSE;210375;6358063;INVERSIONES TERRA MADRE SAC;EL PAN DE LA CHOLA;KG3;MIRAFLORES;AV MARISCAL LA MAR 918;-12.1123268;-77.0465396;MXJVS
FSE;210375;6358085;LUCHA PARTNERS SAC;LA LUCHA;ARY;SURQUILLO;JR MANUEL GONZALES PRADA;-12.11672;-77.02451;LXV
FSE;210371;6358260;GELATO NATURA SAC;SARCLETTI;KG3;SAN BORJA;AV JAVIER PRADO 2060;-12.0885766;-77.0047469;JS
FSE;210375;6358339;INVERSIONES LA RIOJA SAC;HOTEL COURTYARD;ASA;MIRAFLORES;CA SCHELL 400;-12.12339;-77.02989;MXJVS
FSE;210371;6360539;MAMBRINO SAC;TRATTORIA DI MAMBRINO;WA4;SANTIAGO DE SURCO;AV JAVIER PRADO ESTE 4200 INT R02;-12.08592;-76.9795;JS
FSE;210368;6360589;BONSURCO SAC;LA BOMBONNIERE;KG3;CALLAO;AV ELMER FAUCETT SN;-12.0240632;-77.1120253;MJ
FSE;210371;6360838;FRANQUICIAS ALIMENTARIAS SA;FRIDAYS VELAZCO ASTETE;KF2;SAN BORJA;AV PRIMAVERA 737;-12.1105395;-76.9855064;JS
FSE;210374;6361189;VILLA INVEST SAC;;ZCE;LINCE;AV AREQUIPA NRO 2399;-12.08785;-77.03598;LXV
FSE;210375;6361412;REPSOL COMERCIAL SAC;SANTA MARIA;ZBO;MIRAFLORES;AV EL EJERCITO 290;-12.1174;-77.04407;MXJVS
FSE;210368;6362331;SOCIEDAD HAPPYLAND PERU SA;;ASA;INDEPENDENCIA;AV ALFREDO MENDIOLA CC.PLAZA NORTE;-12.00684;-77.05901;MV
FSE;210371;6392705;ANTICUCHOS DEL PERU SAC;PANCHITA;WA4;SAN BORJA;AV PRIMAVERA 557 URB CHACARILLA;-12.11056;-76.99622;JS
FSE;210370;6394156;OPERADOR NACIONAL DE HOTELES D;EL PUEBLO-DECAMERON;ASA;ATE;AV GRANJA AZUL 591 592 599;-12.0355563;-76.8807051;LV
FSE;210368;6394500;PANISTERIA SAC;;KG3;INDEPENDENCIA;AV ALFREDO MENDIOLA 1400;-12.00659;-77.06046;MV
FSE;204571;6399096;MAMBRINO SAC;LUCIO CAFFE;WA4;SAN MIGUEL;CC PLAZA SAN MIGUEL TDA 258;-12.07694;-77.08499;MJ
FSE;210371;6400180;SOCIEDAD HAPPYLAND PERU SA;CC JOCKEY PLAZA;ASA;SANTIAGO DE SURCO;AV JAVIER PRADO ESTE 4200;-12.08528;-76.97952;JS
FSE;204576;6400181;SOCIEDAD HAPPYLAND PERU SA;REAL PLAZA CCIVICO;ASA;LIMA;AV PASEO DE LA REPUBLICA SN;-12.05713;-77.044;X
FSE;210369;6403864;GRUPO ENTRETENEDORES SAC;SOFA CAFE;ZCE;SANTIAGO DE SURCO;JR BOLOGNESI 174;-12.14594689;-77.00531972;JS
FSE;210370;6405246;SOCIEDAD HAPPYLAND PERU SA;SANTA ANITA;ASA;SANTA ANITA;AV CARRETERA CENTRAL 111 INT J-1;-12.05517;-76.96814;LV
FSE;204570;6408267;SOCIEDAD HAPPYLAND PERU SA;;ASA;BELLAVISTA;AV OSCAR R BENAVIDES 3866;-12.05655;-77.10368;JS
FSE;210375;6409353;PIZZA FACTORY SAC;PIZZA FACTORY;WA4;MIRAFLORES;AV COMANDANTE ESPINAR 260;-12.11584;-77.03869;MXJVS
FSE;210371;6409712;NEGOCIOS AB CENTRO SAC;NEGOCIOS AB CENTRO S;WA4;ATE;AV INDUSTRIAL 196;-12.06544;-76.98683;LV
FSE;205356;6410277;OSSOSI SAC;RESTAURANT OSSO;ZBE;SAN ISIDRO;AV SANTO TORIBIO 173 INT 4;-12.0975648;-77.0385167;LXV
FSE;204576;6410278;SOCIEDAD HAPPYLAND PERU SA;AV BRASIL;ASA;LIMA;AV BRASIL 714 C.C LA RAMBLA;-12.06624;-77.04928;X
FSE;210368;6411077;MAMBRINO SAC;TRATTORIA;WA4;INDEPENDENCIA;AV ALFREDO MENDIOLA 3698 2DO;-11.9936242;-77.0622904;MV
FSE;210368;6411078;MAMBRINO SAC;PASEO COLON;WA4;INDEPENDENCIA;AV ALFREDO MENDIOLA 3698 2DO;-11.9936242;-77.0622904;MV
FSE;210368;6413380;SAIN SANTIAGO INDUSTRIAS SAC;SAIN SANTIAGO INDUST;ARZ;LOS OLIVOS;AV HUANDOY 4996 URB EL PA;-11.977;-77.08307;LJ
FSE;210375;6416766;SOCIEDAD DE DESARROLLO DE HOTE;IBIS LARCO;ASA;MIRAFLORES;AV JOSE LARCO 1140;-12.12921;-77.03209;MXJVS
FSE;210368;6420091;CINCO MILLAS SAC;;WA4;CALLAO;AV.ELMER FAUCETT NRO.SN AEROPU;-12.02521;-77.11013;MJ
FSE;210368;6420447;TRIBEÑOS GORDILLO EDUARDO SAYR;;ARZ;SAN MARTIN DE PORRES;AV ALIPIO PONCE VASQUEZ MZ H LT;-11.9643795;-77.0904412;LJ
FSE;210372;6421143;G Y K CATERING Y EVENTOS EIRL;LIMA;WA4;ATE;AAV NICOLAS AYLLON 1912;-12.05441;-77.04219;LV
FSE;210375;6423997;GRUPO IVA SAC;LA CAFETERIASANGUCHAZO PIURA;WA4;MIRAFLORES;AV SANTA CRUZ 1296 URB CHACARRILLA;-12.11592;-77.04155;MXJVS
FSE;210375;6424382;CINCO MILLAS SAC;LA BODEGA;WA4;MIRAFLORES;CAL.TARAPACA NRO.197;-12.11275;-77.03338;MXJVS
FSE;204571;6424558;PUERTO MADERO SAC;LA BISTECCA - SAN MIGUEL;WA4;SAN MIGUEL;AV LA MARINA 2000;-12.07756;-77.08264;MJ
FSE;210369;6424862;ARIZONA HOLDING SAC;;ASA;SANTIAGO DE SURCO;CA MONTE ROSA 283;-12.11196;-76.99198;JS
FSE;211525;6428580;SAYC FOODS SAC;;ZBQ;ATE;PRLG JAVIER PRADO 8843;-12.041618;-76.924598;LV
FSE;210375;6429044;CINCO MILLAS SAC;;WA4;MIRAFLORES;CAL. TARAPACA 193;-12.11275;-77.03338;MXJVS
FSE;210368;6429657;REPSOL COMERCIAL SAC;CANTOLAO;ZBO;CALLAO;AV ELMER FAUCETT 6000;-11.9991174;-77.1212716;MJ
FSE;210375;6429658;REPSOL COMERCIAL SAC;06 DE AGOSTO;ZBO;MIRAFLORES;AV. EL EJERCITO NRO. 1295;-12.1104712;-77.0513036;MXJVS
FSE;210374;6430355;2147 CORPORACION SAC;;ZCE;LINCE;AV AREQUIPA 2147;-12.086618;-77.033944;LXV
FSE;210371;6432610;REPSOL COMERCIAL SAC;ARRIOLA;ZBO;SAN LUIS;AV. NICOLAS ARRIOLA NRO. 2140;-12.06746;-76.99662;MX
FSE;205356;6433850;GRUPO ONCE SAC;SAN ISIDRO 2;KG3;SAN ISIDRO;AV LOS CONQUISTADORES;-12.0997989;-77.0365624;LXV
FSE;210374;6434852;SOCIEDAD HAPPYLAND PERU SA;;ASA;LIMA;AV GENERAL FELIPE SALAVERRY;-12.08982;-77.05273;X
FSE;210368;6435409;OPERACIONES TURISTICAS PERUANA;HOLIDAY INN;ASA;CALLAO;AV E. FAUCETT ESQUINA CON;-12.02202;-77.10794;MJ
FSE;210371;6436418;FRANQUICIAS ALIMENTARIAS SA;FRIDAYS;KF2;SAN BORJA;JR VITTORE SCARPAZZA CARPACC 230;-12.09151;-77.00465;JS
FSE;205356;6437331;MAVESCO SAC;LA LINTERNA;WA4;SAN ISIDRO;AV LOS LIBERTADORES 311;-12.1010595;-77.0373374;LXV
FSE;210375;6438116;ANUA FRANQUICIAS SAC;SARCLETTI;KG3;SURQUILLO;AV ANGAMOS ESTE 1803 INT E4;-12.11195;-77.01378;LXV
FSE;210371;6439895;INVERSIONES ROMA SAC;DON ROSALINO;WA4;SAN BORJA;AV AVIACION 2667;-12.09332;-77.00483;JS
FSE;210371;11190611;FOREGO EIRL;FOREGO EIRL;ZBO;SAN LUIS;JR MURCIA MZA 1 LT 20 URB JAVIER;-12.07912;-76.99744;MX
FSE;210371;11190821;INDUSTRIA PANADERA LA NUEZ SAC;INDUSTRIA PANADERA LA NUEZ S.A.C.;KG3;SAN BORJA;AV SAN LUIS 2441;-12.09791;-76.996945;JS
FSE;210359;11191076;ECO CONCEPTS SAC;ECO CONCEPTS S.A.C.;WA4;LA MOLINA;CA LA ARBOLEDA 195;-12.0790469;-76.8991471;MV
FSE;210374;11540106;REPSOL COMERCIAL SAC;DOS DE MAYO;ZBO;SAN ISIDRO;AV DOS DE MAYO 1376 - 1380;-12.0922151;-77.0450396;LXV
FSE;210375;11541448;NEXXO SERVICIOS COMERCIALES SA;;WA4;MIRAFLORES;CA ENRIQUE PALACIOS 201;-12.11698;-77.03241;MXJVS
FSE;205356;11541778;OPERADORA A & B SAC;HOTEL FRANKLIN;ASA;SAN ISIDRO;AV ALVAREZ CALDERON 198;-12.1053;-77.03998;LXV
FSE;210375;11541892;IDEAS Y MAS IDEAS SAC;;WA4;MIRAFLORES;AV ARMENDARIZ 546;-12.13485;-77.02775;MXJVS
FSE;210372;11542625;JIMMY'S PRODUCCIONES EIRL;;KG3;LIMA;AV ABANCAY 294;-12.0485462;-77.0273266;X
FSE;210371;11542913;PUERTO MADERO SAC;MOZART;WA4;SAN BORJA;AV PRIMAVERA 605;-12.11056;-76.98909;JS
FSE;205356;11543491;TALBOT HOTELS SAC;HYATT;ASA;SAN ISIDRO;AV JORGE BASADRE S/N;-12.0948162;-77.0365149;LXV
FSE;210371;11543815;ROSE A Y B SAC;EL ASADOR;ZBE;SAN BORJA;AV PRIMAVERA 679;-12.1104;-76.98588;JS
FSE;205356;11544293;GRUPO ENTRETENEDORES SAC;SOFA CAFE;ZCE;MAGDALENA DEL MAR;JR DE LA ROCA VERGALLO 308;-12.09341;-77.05762;MV
FSE;210370;11545486;SOCIEDAD HAPPYLAND PERU SA;;ASA;ATE;AV CARRETERA CENTRAL 99;;;LV
FSE;210368;11548602;REPSOL COMERCIAL SAC;REVOREDO;ZBO;CALLAO;AV ELMER FAUCETT 2900;-12.0273869;-77.1026587;MJ
FSE;205356;11549706;MAMBRINO SAC;LUCIO CAFFE;WA4;SAN ISIDRO;AV FELIPE PARDO Y ALIAGA 654;-12.1063653;-77.0386788;LXV
FSE;205356;11550342;UNIVERSIDAD LE CORDON BLEU SAC;;WA4;MAGDALENA DEL MAR;AV SALAVERRY NRO 3180;-12.0985039;-77.0565146;MV
FSE;210375;11552427;MAMBRINO SAC;MAMBRINO SAC LARCOMAR;WA4;MIRAFLORES;AV  MALECON DE LA RESERVA 610;-12.1319416;-77.0306287;MXJVS
FSE;210368;11552683;MARQUEZ NOLASCO DE WEILL;;ARZ;LOS OLIVOS;CA LAS VERDOLAGAS 159;-11.9866546;-77.0695293;LJ
FSE;205356;11553771;IMDISAL SAC;;ARY;SAN ISIDRO;CA ARCA PARRO 180;-12.1063005;-77.0366698;LXV
FSE;204571;6423539;ALBEMARCO SAC;;ZCE;SAN MIGUEL;AV ELMER FAUCETT 579;-12.063794;-77.097531;MJ
FSE;210375;11556553;INVERSIONES NACIONALES DE TURI;ALOF;ASA;MIRAFLORES;AV 28 DE JULIO 894;-12.129172;-77.024075;MXJVS
FSE;210369;11557837;PERCAPITALS SAC;IHOP;KF2;SANTIAGO DE SURCO;AV PRIMAVERA 760 CHACARILLA;-12.1107629;-76.9851398;JS
FSE;210375;11557986;COMPANIA DE TURISMO LA PAZ SA;;ASA;MIRAFLORES;AV BOLIVAR 301;-12.125836;-77.026631;MXJVS
FSE;204570;11558004;APOLLO SHIP SAC;;ZBO;CALLAO;JR LIBERTAD 159;-12.0609993;-77.1467313;MJ
FSE;210371;11558069;CINCO MILLAS SAC;;WA4;SAN BORJA;JR. CARPACCIO S/N INT 06;-12.0907439;-77.0053315;JS
FSE;210371;11558594;LH SAN BORJA SAC;;ZBE;SAN BORJA;JR VITTORE SCARPAZZA  210 MZ B2-A;-12.0670494;-76.9939809;JS
FSE;210369;11560024;INVERSIONES FOOD SHOP EIRL;CHORIPAN;WA4;SANTIAGO DE SURCO;CA SAN GONZALO MZ A LT 5 DPT 301 R;-12.145157;-77.011137;JS
FSE;205356;11561147;CORPORACION HOTELERA LIMA SAC;HOLIDAY;ASA;SAN ISIDRO;CA CORONEL ANDRES REYES 492 U;-12.0940973;-77.026802;LXV
FSE;210372;11562440;AYU SAC;AYU;KF2;LIMA;JR HUALLAGA 146;-12.0464467;-77.0310936;X
FSE;210375;11564883;INVERSIONES NACIONALES DE TURI;HOTEL LIMA MIRAFLORES;ASA;MIRAFLORES;AV MALECON DE LA RESERVA 729;-12.13285;-77.02936;MXJVS
FSE;210371;11565464;TAWSON INVERSIONES SAC;SARCLETTI;KG3;LA VICTORIA;AV CARLOS VILLARAN 500 INT. L;-12.08897;-77.02009;X
FSE;210368;11565574;GARCIA DE LA CRUZ MARIBEL ROXA;MARIBEL ROXANA GARCIA;KE6;EL AGUSTINO;JR HERNAN CORTEZ 836;-12.05186845;-77.00521156;MV
FSE;205356;11566627;RUDANI INVERSIONES SAC;LA CUADRA DEL SALVADOR;ZBE;SAN ISIDRO;CA SANTA LUISA  265;-12.0957319;-77.0347534;LXV
FSE;210370;11568006;QUISPE BARZOLA ELCIRA NORA;DP JUGOS;KG3;SANTA ANITA;AV LOS RUISEÑORES 220 URB SANTA A;-12.053493;-76.965036;LV
FSE;205356;11569941;PASTIFICIO CLASSICO SAC;MAGDALENA;ZBO;MAGDALENA DEL MAR;AV CONTRALMIRANTE MONTERO 421;-12.09703;-77.05802;MV
FSE;210371;11569942;PASTIFICIO CLASSICO SAC;SAN BORJA;ZBO;SAN BORJA;AV SAN BORJA NORTE 398;-12.09471;-77.0061;JS
FSE;210369;11569944;PASTIFICIO CLASSICO SAC;SURCO;ZBO;SANTIAGO DE SURCO;CA ARCO IRIS 175- A SURCO;-12.12758;-76.98881;JS
